,latitud,longitud,property_rooms,property_surface_total,property_type_Departamento,property_type_PH
5676,-34.629318,-58.5261719,3.0,181.0,0,0
189821,-34.5585893,-58.4494088,4.0,174.0,1,0
185197,-34.5658463,-58.4520763,2.0,68.0,1,0
324283,-34.5690514,-58.436466,3.0,65.0,1,0
397451,-34.6423087,-58.5274002,2.0,38.0,1,0
41906,-34.5789290367,-58.4823781307,4.0,151.0,1,0
314720,-34.593265,-58.3955235,5.0,155.0,1,0
115545,-34.5673567,-58.4938916,1.0,36.0,1,0
365081,-34.6010016,-58.4184676,1.0,22.0,1,0
312287,-34.5605539,-58.4781794,2.0,34.0,1,0
76676,-34.55242,-58.453084,3.0,69.0,1,0
140912,-34.5623139498,-58.4501248291,7.0,275.0,1,0
175916,-34.5536056,-58.4698408,3.0,77.0,1,0
370193,-34.5536258,-58.459543,2.0,44.0,1,0
71413,-34.628264,-58.398964,1.0,33.0,1,0
129973,-34.5895,-58.3949,1.0,55.0,1,0
129139,-34.6200078,-58.4298881,3.0,65.0,1,0
411227,-34.578248,-58.41283,2.0,141.0,1,0
188249,-34.5779205,-58.4819672,2.0,57.0,1,0
265709,-34.6261771,-58.4089114,5.0,152.0,0,1
129210,-34.5920087,-58.4071064,2.0,59.0,1,0
441201,-34.5815579,-58.4650758,2.0,65.0,1,0
67954,-34.5506361175,-58.4575384855,2.0,50.0,1,0
443016,-34.6223165,-58.5127723,2.0,85.0,1,0
382328,-34.558099,-58.4820392,3.0,87.0,1,0
373167,-34.6044871,-58.4943389,1.0,42.0,1,0
54686,-34.6097864,-58.4961238,1.0,47.0,1,0
343933,-34.5907839,-58.4106618,4.0,114.0,1,0
69558,-34.5669255,-58.4358965,1.0,33.0,1,0
136477,-34.5801405,-58.4840763,2.0,49.0,1,0
209326,-34.6002971,-58.462799,2.0,45.0,1,0
55327,-34.5934707,-58.3968768,3.0,87.0,1,0
17157,-34.6388694,-58.5006867,2.0,56.0,1,0
276006,-34.6284989,-58.4453446,3.0,53.0,0,1
287306,-34.6308549,-58.3734162,2.0,49.0,1,0
419037,-34.5742389,-58.4472503,6.0,304.0,0,1
447335,-34.580186,-58.428451,2.0,46.0,1,0
404568,-34.5668188,-58.4330753,3.0,66.0,1,0
265614,-34.5506377,-58.452621,4.0,192.0,1,0
45140,-34.5525103,-58.4442138,4.0,173.0,1,0
60318,-34.5817119,-58.4675342,2.0,82.0,0,1
226591,-34.636862,-58.44327,3.0,74.0,1,0
201953,-34.6191978,-58.4565994,1.0,40.8,1,0
299069,-34.584482,-58.4776446,2.0,60.0,1,0
194436,-34.5908939,-58.3979036,2.0,60.0,1,0
349374,-34.59196832655975,-58.45400694874587,3.0,70.0,1,0
406906,-34.5775948,-58.495185,2.0,61.0,1,0
176157,-34.5603598,-58.4523825,4.0,196.0,1,0
83948,-34.5578051,-58.4619701,4.0,87.0,1,0
74886,-34.5919554,-58.4054676,4.0,96.0,1,0
196644,-34.6116233,-58.3624653,3.0,80.0,1,0
41530,-34.5648638999,-58.4409394995,1.0,32.0,1,0
330181,-34.627479,-58.394021,2.0,37.0,1,0
219706,-34.6198148,-58.4320533,5.0,216.0,1,0
449642,-34.5958883,-58.3849775,1.0,30.0,1,0
88142,-34.5667614,-58.4890472,2.0,60.0,1,0
27809,-34.5794117,-58.4334212,1.0,34.0,1,0
242981,-34.622739,-58.413835,4.0,145.0,0,1
342184,-34.6142508,-58.4928581,3.0,92.0,1,0
219871,-34.6225037,-58.418049,1.0,39.0,1,0
233358,-34.5890495,-58.3961306,2.0,56.0,1,0
251392,-34.5681451,-58.4469378,3.0,52.0,1,0
131619,-34.5883506,-58.408192,5.0,147.0,1,0
168128,-34.5829336,-58.4514013,3.0,66.0,1,0
157469,-34.6172955,-58.3613454,4.0,118.0,1,0
166886,-34.6289183,-58.4118719,3.0,68.0,1,0
337313,-34.5831025,-58.4058484,4.0,150.0,1,0
133929,-34.6076740936,-58.4837007523,2.0,44.0,1,0
68390,-34.5544984,-58.4833203,1.0,37.0,1,0
193096,-34.557667,-58.461831,3.0,93.0,1,0
203817,-34.5708764,-58.4302903,2.0,96.0,1,0
364823,-34.6321445,-58.454253,4.0,119.2,1,0
398763,-34.6039354054,-58.4591690325,3.0,55.0,1,0
240969,-34.5746601,-58.4489284,2.0,43.0,1,0
114364,-34.6064452,-58.4747257,1.0,40.0,1,0
443175,-34.5739692,-58.4801863,3.0,62.0,1,0
66455,-34.6106772,-58.416986,3.0,56.0,1,0
160245,-34.5776875,-58.4609967,3.0,61.0,1,0
152377,-34.597671,-58.440968,3.0,75.0,1,0
139509,-34.6205691747,-58.3952913693,1.0,24.0,1,0
451,-34.5794262,-58.4334386,1.0,42.0,1,0
404838,-34.6267878,-58.4424469,1.0,65.0,1,0
44142,-34.6058479,-58.4515766,3.0,51.0,1,0
277486,-34.5545946,-58.4830838,1.0,44.0,1,0
146155,-34.5728906,-58.4781853,2.0,52.0,1,0
265093,-34.5879722,-58.4229161,2.0,34.0,1,0
431161,-34.6251795,-58.3935714,1.0,28.0,1,0
419736,-34.6102317,-58.4279965,3.0,70.0,0,1
231250,-34.6365514,-58.4418811,1.0,49.0,1,0
365071,-34.59271245410777,-58.45534200281705,1.0,27.0,1,0
73406,-34.5647993796,-58.4371596116,5.0,240.0,1,0
165025,-34.5545188,-58.4915986,3.0,65.0,1,0
167608,-34.590095551948934,-58.44995582223588,5.0,197.0,1,0
285826,-34.6051414,-58.4054314,5.0,148.0,1,0
445674,-34.6347012,-58.4501914,3.0,76.0,1,0
228937,-34.5823429,-58.4322374,3.0,78.0,1,0
101129,-34.6002738224,-58.4307861328,4.0,110.0,1,0
62957,-34.626004,-58.4888028,2.0,33.9,1,0
34694,-34.582458,-58.456584,2.0,38.0,1,0
365417,-34.586636,-58.439412,3.0,84.0,1,0
399141,-34.5719503,-58.4489555,2.0,55.0,1,0
182244,-34.5722889,-58.4427017,2.0,45.0,1,0
269286,-34.5807783,-58.5058262,2.0,51.0,1,0
275744,-34.5776376,-58.4953844,2.0,96.0,1,0
334178,-34.5522885,-58.4517885,3.0,68.0,1,0
221480,-34.562382,-58.454691,4.0,116.0,1,0
7506,-34.6416993,-58.3744979,4.0,170.0,1,0
458273,-34.6194061,-58.4519993,2.0,42.0,1,0
85294,-34.5826986,-58.4403733,2.0,80.0,1,0
454916,-34.611826,-58.516024,3.0,84.0,1,0
247162,-34.5705179,-58.4914578,2.0,55.0,1,0
270177,-34.6076405,-58.509193,2.0,55.0,1,0
295764,-34.6230217,-58.4412637,3.0,65.0,1,0
398293,-34.630323,-58.486175,3.0,74.0,1,0
142375,-34.5667614,-58.4890472,2.0,62.0,1,0
277549,-34.6058059,-58.4394945,2.0,40.0,1,0
413796,-34.5644936,-58.4631665,4.0,149.0,1,0
389833,-34.5792838,-58.4312538,3.0,70.0,1,0
287493,-34.6178265,-58.448231,3.0,68.0,1,0
317375,-34.5835728,-58.467526,3.0,71.0,1,0
190496,-34.6151355,-58.4296575,2.0,59.0,1,0
62239,-34.5954025,-58.3839,4.0,181.0,1,0
420807,-34.5669698,-58.4535274,4.0,110.0,1,0
389992,-34.5576535,-58.4471087,3.0,127.0,1,0
425408,-34.541616,-58.4733768,3.0,70.0,1,0
88345,-34.6556363,-58.4801,3.0,86.0,0,1
46792,-34.563745,-58.4669234,5.0,170.0,0,1
71309,-34.615164,-58.408081,3.0,74.0,1,0
204659,-34.5505425,-58.4720257,2.0,69.5,1,0
352538,-34.5817116,-58.433053,2.0,65.0,1,0
53464,-34.59096203856714,-58.45125403402418,2.0,45.0,1,0
104179,-34.6121972,-58.4917248,1.0,34.0,1,0
460072,-34.6032451,-58.4898103,4.0,130.0,1,0
361859,-34.5893419,-58.4139251,2.0,35.0,1,0
289304,-34.6148088141,-58.4125900269,1.0,31.0,1,0
450390,-34.5730053,-58.4210232,4.0,117.0,1,0
342513,-34.610986,-58.439023,5.0,160.0,0,1
322816,-34.592111,-58.4329192,1.0,55.0,1,0
336232,-34.6046481,-58.4601149,1.0,38.0,1,0
385688,-34.5925679,-58.3982958,3.0,89.0,1,0
40870,-34.5861928,-58.3872483,3.0,95.0,1,0
370028,-34.5944553706,-58.3800959884,2.0,45.0,1,0
209456,-34.6261839,-58.3883198,3.0,89.0,1,0
168457,-34.5953266,-58.4403884,1.0,35.0,1,0
358242,-34.60024,-58.417643,2.0,41.0,1,0
94515,-34.5544187,-58.4558782,1.0,28.0,1,0
45748,-34.6039148,-58.4168165,4.0,88.2,1,0
196614,-34.5998214,-58.4348461,2.0,35.0,1,0
292164,-34.6628307,-58.511788,5.0,275.0,0,1
393587,-34.5672383209,-58.4964466095,2.0,78.0,0,1
122043,-34.5786303,-58.4891802,3.0,75.0,1,0
447441,-34.6079338,-58.4497174,2.0,61.0,1,0
240615,-34.6297496,-58.4378338,1.0,35.0,1,0
231497,-34.6170824,-58.3722734,4.0,179.0,0,1
128664,-34.6231132,-58.4651947,2.0,37.0,1,0
301178,-34.6431634,-58.4948239,3.0,54.0,1,0
206399,-34.6052061,-58.4630162,2.0,60.0,1,0
205308,-34.65894,-58.480795,3.0,179.0,0,1
23591,-34.5832317,-58.4913294,3.0,56.0,1,0
252798,-34.5920604,-58.3946667,4.0,128.0,1,0
285844,-34.623424,-58.438391,4.0,100.0,1,0
372897,-34.6003087,-58.4044663,4.0,107.0,1,0
173679,-34.6269986,-58.4199341,1.0,45.0,1,0
377718,-34.59160574177676,-58.45296091108939,3.0,66.0,1,0
173789,-34.5941216,-58.3783977,6.0,180.0,1,0
456342,-34.585833,-58.502946,3.0,64.0,0,1
425920,-34.6499949,-58.5263022,4.0,225.0,0,0
455328,-34.568809378,-58.473353461,1.0,30.0,1,0
99900,-34.5601594,-58.4715658,3.0,60.0,1,0
320335,-34.6030485,-58.4130662,2.0,47.7,1,0
101166,-34.5742948,-58.4814889,2.0,46.0,1,0
147371,-34.5919724,-58.4168387,4.0,137.0,1,0
219574,-34.5741514,-58.4201495,3.0,75.0,1,0
397995,-34.6415874,-58.3741252,3.0,78.0,1,0
366757,-34.6017655,-58.4057929,3.0,60.0,1,0
242155,-34.6012593858,-58.4178686142,3.0,62.0,1,0
12425,-34.6113371,-58.4739278,4.0,206.0,1,0
6404,-34.5865784,-58.3896179,5.0,194.0,1,0
399028,-34.6174102,-58.3915373,2.0,37.0,1,0
92693,-34.5910901,-58.3925668,3.0,98.0,1,0
375381,-34.5683196,-58.4307439,1.0,22.0,1,0
459266,-34.6284893,-58.4665708,2.0,44.0,1,0
10017,-34.6318335,-58.5218224,4.0,78.0,1,0
253047,-34.613424,-58.492785,1.0,43.0,1,0
285709,-34.5822138,-58.4062668,3.0,72.0,1,0
173903,-34.5924007,-58.4325789,2.0,45.0,1,0
118440,-34.5789947,-58.4475623,5.0,200.0,0,0
150705,-34.6150999,-58.4322266,3.0,110.0,1,0
67373,-34.5776091,-58.4065601,4.0,135.0,1,0
43646,-34.6042349,-58.496127,4.0,230.0,0,0
398622,-34.5574765,-58.4831132,3.0,88.0,1,0
246429,-34.54457,-58.4620939,1.0,47.0,1,0
455448,-34.5810286,-58.4914625,4.0,210.0,0,0
437874,-34.5669752,-58.4535227,4.0,110.0,1,0
174134,-34.5593183,-58.4454754,3.0,67.0,1,0
84063,-34.5884153443,-58.3853473036,2.0,60.0,1,0
164238,-34.5896629,-58.400266,4.0,158.0,1,0
28024,-34.5981614,-58.4075984,1.0,29.0,1,0
118064,-34.573484,-58.473972,2.0,37.0,1,0
176587,-34.6209258,-58.4143331,1.0,25.0,1,0
450349,-34.5786897,-58.4102414,3.0,104.0,1,0
82035,-34.572577,-58.456198,4.0,118.4,1,0
254164,-34.6034417,-58.4288076,2.0,34.7,1,0
155936,-34.5841419,-58.4459795,2.0,60.0,1,0
428629,-34.6063751,-58.4503501,3.0,72.0,1,0
72614,-34.5948698,-58.403794,2.0,44.0,1,0
22745,-34.6412786,-58.5204423,1.0,34.0,1,0
297754,-34.592268728214286,-58.45446634221188,2.0,50.0,1,0
105158,-34.592055405851724,-58.453769117058656,1.0,38.0,1,0
402040,-34.6102790441,-58.497594595,1.0,59.0,1,0
452721,-34.6196321,-58.4551276,2.0,46.0,1,0
301719,-34.6299054,-58.5123162,4.0,94.0,0,1
430602,-34.6014804,-58.392835,1.0,35.0,1,0
360161,-34.5633353,-58.4461189,2.0,65.1,1,0
114517,-34.6430421,-58.4175238,2.0,45.0,1,0
450201,-34.5862414,-58.4418605,1.0,44.0,1,0
322769,-34.59161270459164,-58.45285987751482,2.0,47.0,1,0
53547,-34.5786079019,-58.414183259,4.0,140.0,1,0
295999,-34.5949307,-58.4346315,2.0,34.0,1,0
5611,-34.5760063,-58.4561741,5.0,305.0,0,0
268428,-34.6114870037,-58.4909104926,3.0,74.0,1,0
429123,-34.5798568,-58.4535413,3.0,43.0,1,0
350043,-34.6046120607,-58.3974648195,3.0,60.0,1,0
274428,-34.6133943,-58.4190361,3.0,72.0,1,0
429768,-34.6220025016,-58.519262025,3.0,120.0,0,1
360337,-34.576936,-58.457463,3.0,77.0,1,0
50678,-34.5842946,-58.399481,2.0,29.0,1,0
228247,-34.5722869,-58.4740171,2.0,52.0,1,0
329855,-34.6184798517,-58.3900406159,2.0,33.0,1,0
266221,-34.5837292,-58.4339752,1.0,34.0,1,0
204930,-34.5548049,-58.483498,3.0,82.0,1,0
382392,-34.5871362754,-58.4174180031,2.0,34.0,1,0
258719,-34.5799718,-58.5002507,2.0,44.0,1,0
252866,-34.6245896938,-58.3757930228,2.0,43.0,1,0
229206,-34.6143316,-58.4452046,2.0,34.0,1,0
149201,-34.5868423,-58.4137982,1.0,28.0,1,0
160168,-34.6273108,-58.4514357,2.0,64.4,1,0
346407,-34.5648343,-58.4908592,2.0,47.0,1,0
430828,-34.6125216,-58.5128938,2.0,76.0,0,1
9348,-34.6166228,-58.4167428,2.0,41.1,1,0
7944,-34.5696621,-58.4877616,3.0,80.0,1,0
200584,-34.5823745,-58.4088332,3.0,67.0,1,0
420858,-34.6024071,-58.3767575,3.0,67.0,1,0
92161,-34.5948318,-58.4198205,2.0,49.0,1,0
254610,-34.6016612,-58.4654334,2.0,45.0,1,0
356773,-34.561174,-58.4533213,4.0,118.0,1,0
57032,-34.6023486,-58.4797358,5.0,182.0,0,1
408100,-34.5893336,-58.4097933,1.0,29.0,1,0
11385,-34.5710168438,-58.4928915116,2.0,51.0,0,1
66458,-34.6145748,-58.4121626,3.0,58.0,1,0
358218,-34.5511629,-58.4529037,1.0,56.2,1,0
101117,-34.6011423,-58.4373996,3.0,77.0,1,0
277700,-34.6238297,-58.5085225,3.0,105.0,1,0
129245,-34.6125869,-58.5200814,4.0,115.0,1,0
19871,-34.589774484793,-58.44867407954922,4.0,97.0,1,0
266771,-34.6150043267,-58.4367201582,1.0,33.0,1,0
68270,-34.557687,-58.451284,1.0,27.0,1,0
333813,-34.5434881,-58.4615692,1.0,45.6,1,0
347494,-34.6142117,-58.3788392,1.0,38.0,1,0
283874,-34.624321,-58.52955,1.0,55.0,1,0
336145,-34.567722,-58.455279,3.0,138.0,1,0
76672,-34.5689896,-58.4550373,4.0,107.0,1,0
270481,-34.6209014548,-58.4415716614,3.0,73.4,1,0
449547,-34.5412501,-58.4729664,2.0,52.0,1,0
425388,-34.5412501,-58.4729664,2.0,60.0,1,0
41685,-34.5924965,-58.3909309,3.0,100.0,1,0
70592,-34.5963114333,-58.4349918365,3.0,55.0,1,0
434038,-34.6340992,-58.3756215,3.0,72.0,1,0
401573,-34.5572774,-58.4658036,4.0,212.0,1,0
160648,-34.5854643,-58.4406931,4.0,178.0,0,1
75510,-34.5926,-58.3906,3.0,73.0,1,0
130002,-34.6139346672,-58.4356033802,3.0,44.0,1,0
327227,-34.5943132,-58.3827696,3.0,52.0,1,0
399832,-34.5777238,-58.4670809,4.0,161.0,1,0
10882,-34.5819094,-58.405644,2.0,71.0,1,0
174697,-34.591662,-58.499947,4.0,120.0,1,0
195376,-34.6104953,-58.4389508,1.0,36.0,1,0
385351,-34.6266627,-58.4233961,2.0,41.0,1,0
67900,-34.620469,-58.461223,2.0,49.0,1,0
217685,-34.5981477,-58.4483373,3.0,63.0,1,0
10866,-34.5988220514,-58.4418953577,3.0,45.0,1,0
21474,-34.5484231,-58.4636898,4.0,155.7,0,1
127911,-34.6254347,-58.5009631,2.0,57.0,0,1
197671,-34.596996,-58.4018763,4.0,132.0,1,0
219983,-34.5882232,-58.4193952,1.0,40.0,1,0
139521,-34.6271669,-58.4455206,3.0,68.0,1,0
301412,-34.5881764,-58.4037707,4.0,88.0,1,0
9278,-34.6330943,-58.4654113,3.0,83.0,1,0
412062,-34.627788,-58.4640924,1.0,64.0,1,0
111539,-34.5749200149,-58.4717031125,1.0,44.0,1,0
356614,-34.5878451,-58.4186826,2.0,38.0,1,0
39681,-34.6001406503,-58.4064565079,2.0,40.0,1,0
106545,-34.6283719,-58.4355018,2.0,41.0,1,0
162556,-34.6053392,-58.4390004,2.0,41.0,1,0
380823,-34.5870317,-58.5086197,7.0,279.0,0,0
244954,-34.5759118,-58.4698083,2.0,40.0,0,1
403395,-34.580818,-58.491051,2.0,100.0,1,0
339706,-34.5634846,-58.4652521,3.0,80.0,1,0
345820,-34.6129002,-58.402281,2.0,59.0,1,0
61457,-34.5420869,-58.4756362,5.0,144.0,0,0
323178,-34.6008,-58.4350373,4.0,68.0,1,0
368122,-34.5795196,-58.5095812,3.0,177.0,1,0
243089,-34.5856186,-58.4396749,2.0,53.0,1,0
452665,-34.6054815,-58.4313038,1.0,40.0,1,0
99980,-34.5864411,-58.3873164,3.0,60.0,1,0
164164,-34.5739558,-58.4744154,2.0,61.0,1,0
290478,-34.5991037,-58.4291809,2.0,35.0,1,0
120061,-34.6431423,-58.3765053,1.0,44.0,1,0
59776,-34.565424,-58.4357266,1.0,37.0,1,0
372679,-34.5828,-58.4428,1.0,36.0,1,0
237353,-34.5927172258,-58.4084452386,4.0,128.0,1,0
870,-34.6063518,-58.4585836,5.0,99.0,1,0
275714,-34.5731220744,-58.4802782536,2.0,39.0,1,0
370180,-34.5713196,-58.4416589,2.0,56.0,1,0
1241,-34.580818,-58.491051,2.0,100.0,1,0
281176,-34.6283524,-58.4298975,1.0,44.0,1,0
31468,-34.5794017,-58.4837418,3.0,84.0,1,0
290711,-34.6282465,-58.4844109,2.0,47.5,1,0
162252,-34.5562581,-58.4638335,4.0,66.0,1,0
125951,-34.6082553,-58.421707,3.0,65.0,1,0
112233,-34.6555008,-58.4980694,2.0,34.0,1,0
355895,-34.5804634,-58.4836987,2.0,55.0,1,0
362534,-34.5460109,-58.4801405,2.0,40.0,1,0
377700,-34.5660232,-58.4489418,5.0,210.0,1,0
321672,-34.5782984,-58.4799485,4.0,81.0,1,0
224248,-34.6045882,-58.4563956,4.0,140.0,1,0
316153,-34.5983446966,-58.3723646376,2.0,76.0,1,0
297146,-34.6231928,-58.406388,1.0,31.0,1,0
112468,-34.614384,-58.519939,3.0,125.0,0,1
31164,-34.5706506,-58.4172996,4.0,95.0,1,0
75511,-34.584143,-58.4064934,1.0,34.0,1,0
282829,-34.6079225,-58.4497098,2.0,46.0,1,0
62999,-34.6032326,-58.403485,3.0,92.0,1,0
337354,-34.5880962,-58.4127882,2.0,45.0,1,0
405315,-34.60439,-58.512854,4.0,229.0,0,1
247027,-34.5874091,-58.3987766,3.0,89.0,1,0
204039,-34.5525943,-58.4429397,3.0,68.0,1,0
208275,-34.574708654,-58.4377326048,3.0,88.0,1,0
308617,-34.5619568,-58.4436653,4.0,185.0,1,0
80494,-34.5539967,-58.4578089,1.0,39.0,1,0
445157,-34.5989164,-58.3768833,1.0,39.0,1,0
50589,-34.6427891,-58.5147327,2.0,42.0,1,0
237462,-34.6200853,-58.4063868,3.0,67.0,0,1
174101,-34.563005,-58.453674,3.0,79.0,1,0
85822,-34.6076727,-58.3892889,2.0,44.0,1,0
295849,-34.5712493,-58.4498947,3.0,70.0,1,0
314803,-34.6035,-58.492953,1.0,35.0,1,0
192977,-34.5638,-58.4391,2.0,36.0,1,0
131754,-34.6009428,-58.402444,4.0,107.3,1,0
8210,-34.6207546,-58.4369325,7.0,159.0,0,1
418816,-34.6182814,-58.4860183,3.0,61.0,0,1
188594,-34.5987018422,-58.4927988052,2.0,39.0,0,1
454935,-34.5955996,-58.5149786,4.0,86.0,0,1
288875,-34.5837551,-58.4436967,1.0,36.0,1,0
85157,-34.5603444,-58.4720967,2.0,42.0,1,0
357651,-34.5711950755,-58.4746463592,6.0,232.0,0,0
185188,-34.574708654,-58.4377326048,3.0,88.0,1,0
311223,-34.592111,-58.4329192,1.0,46.0,1,0
96222,-34.5923578703,-58.3770438079,1.0,40.0,1,0
125102,-34.5912128,-58.404183,3.0,24.0,1,0
277511,-34.599369,-58.409406,2.0,44.0,1,0
192147,-34.6198319,-58.5056691,2.0,57.0,1,0
348894,-34.6263128,-58.4688428,3.0,63.0,1,0
235275,-34.6005501,-58.4637707,3.0,83.0,1,0
422640,-34.5804634,-58.4836987,4.0,128.0,1,0
50611,-34.587125,-58.4212291,2.0,47.0,1,0
456121,-34.6318589,-58.441369,1.0,28.0,1,0
342586,-34.6390583,-58.4264771,4.0,170.0,0,1
365107,-34.60981,-58.4240422,3.0,88.0,1,0
256056,-34.6034751,-58.4194212,3.0,109.0,1,0
431395,-34.5710118,-58.4934236,5.0,164.0,0,1
316813,-34.5944502625,-58.4132815875,4.0,65.0,1,0
21190,-34.5974743,-58.3762475,2.0,50.0,1,0
438544,-34.611332,-58.427498,2.0,41.0,1,0
115515,-34.5799788,-58.4801778,2.0,45.0,1,0
397338,-34.6139224,-58.4248709,2.0,36.0,1,0
72613,-34.6005515597,-58.4075220571,1.0,20.0,1,0
12217,-34.5825882,-58.417292,4.0,185.5,1,0
222115,-34.5991408,-58.3945188,2.0,47.0,1,0
376492,-34.5796809,-58.4342328,2.0,96.0,1,0
72238,-34.6036834,-58.4286733,3.0,44.0,1,0
176614,-34.5710574,-58.4868189,1.0,37.0,1,0
316922,-34.6101087,-58.4507912,2.0,53.0,1,0
254915,-34.6352135,-58.4261586,2.0,37.0,1,0
323153,-34.6215655,-58.5153709,3.0,75.0,1,0
47074,-34.5940088,-58.4944915,4.0,114.0,0,1
126510,-34.624312,-58.4506537,2.0,53.0,1,0
188244,-34.5949394,-58.4417772,1.0,33.0,1,0
362473,-34.58573827,-58.37658984,3.0,123.4,1,0
436627,-34.5971939,-58.4049124,1.0,37.0,1,0
162257,-34.59265322696567,-58.455151473613775,1.0,28.0,1,0
454833,-34.60226,-58.441089,3.0,72.0,1,0
171533,-34.5935487,-58.4404362,2.0,49.0,1,0
425409,-34.5413292,-58.4640256,3.0,94.0,1,0
236643,-34.6122394249,-58.3914879212,4.0,123.0,1,0
295624,-34.5739333,-58.4603084,4.0,138.0,1,0
410747,-34.6232612644,-58.5299307886,5.0,211.0,0,0
425568,-34.6137414,-58.4175364,2.0,42.0,1,0
77407,-34.5895786,-58.4062962,2.0,54.0,1,0
179708,-34.6018167,-58.4225017,2.0,45.0,1,0
242527,-34.6092043,-58.3763129,3.0,84.0,1,0
227910,-34.5788889,-58.4238889,3.0,70.0,1,0
350144,-34.624974,-58.379308,1.0,38.0,1,0
38272,-34.5639336274,-58.4651741902,2.0,76.0,1,0
355795,-34.633134,-58.502189,2.0,36.0,1,0
376024,-34.6374424,-58.4486177,2.0,52.0,1,0
334451,-34.5791632,-58.4557246,2.0,61.0,1,0
378231,-34.59157598483807,-58.45286813055487,4.0,83.0,1,0
92490,-34.6077455,-58.3887377,5.0,135.0,1,0
180430,-34.592400205637404,-58.45458580886408,2.0,38.0,1,0
368555,-34.5819496,-58.4299054,2.0,55.0,1,0
73620,-34.6207281,-58.4546198,3.0,56.0,1,0
216880,-34.5683964,-58.4927188,3.0,75.0,1,0
307194,-34.6046584303,-58.4215164185,3.0,49.0,1,0
69463,-34.6141269,-58.4278442,3.0,67.0,1,0
426230,-34.5782178,-58.429397,3.0,45.0,1,0
76540,-34.5780628,-58.4353161,2.0,55.0,1,0
442300,-34.5593183,-58.4454754,3.0,65.0,1,0
452668,-34.6244852221,-58.4513113716,2.0,21.0,1,0
117901,-34.6204561,-58.4410367,2.0,62.9,1,0
238920,-34.63027,-58.418842,2.0,69.0,0,1
324067,-34.611431,-58.383186,2.0,33.0,1,0
227900,-34.586943,-58.419568,2.0,73.0,1,0
172103,-34.6053573,-58.448921,5.0,260.0,0,0
141872,-34.5889811,-58.4131227,2.0,44.0,1,0
82215,-34.5926397,-58.3950119,3.0,80.0,1,0
436212,-34.563005,-58.453674,1.0,36.0,1,0
427151,-34.5575018264,-58.457672596,3.0,71.0,1,0
87798,-34.5882456314,-58.4184689797,1.0,38.0,1,0
74375,-34.59038338170524,-58.45041288689521,3.0,90.0,1,0
321171,-34.6054815,-58.4313038,1.0,43.0,1,0
445137,-34.552273,-58.4710555,2.0,35.0,1,0
232917,-34.5956501,-58.3851079,1.0,30.0,1,0
144584,-34.5686191,-58.4924189,3.0,66.0,1,0
45160,-34.563494,-58.441515,2.0,54.0,1,0
34627,-34.61916,-58.4284734,1.0,33.5,1,0
243066,-34.5774916,-58.4135461,2.0,61.0,1,0
49900,-34.5776433,-58.4722717,2.0,57.0,1,0
140829,-34.6208028,-58.4361315,5.0,177.0,1,0
187999,-34.6045384,-58.4249555,1.0,33.0,1,0
155122,-34.6301574,-58.4083102,1.0,37.0,1,0
332786,-34.6098148,-58.4592238,3.0,74.0,0,1
22734,-34.5680294,-58.4768942,2.0,40.0,1,0
281873,-34.591106,-58.407612,3.0,98.0,1,0
452706,-34.612567,-58.4320206,2.0,52.0,1,0
358352,-34.5858440594,-58.4364049099,3.0,95.0,1,0
343605,-34.5669752,-58.4535227,4.0,110.0,1,0
209749,-34.5873365,-58.4156454,3.0,82.0,1,0
343917,-34.585906,-58.471058,2.0,45.0,1,0
394219,-34.5460035,-58.4664224,4.0,145.0,0,0
59153,-34.563258,-58.439294,4.0,152.0,1,0
209453,-34.5935517661,-58.5159812677,4.0,77.0,1,0
301009,-34.574322,-58.4345125,3.0,105.0,1,0
399689,-34.6286316,-58.3877346,2.0,39.0,1,0
194193,-34.54464722,-58.46077347,3.0,90.0,1,0
372507,-34.6046882,-58.4056882,3.0,50.0,1,0
127525,-34.5823903,-58.4739365,2.0,39.0,1,0
126703,-34.5505451,-58.4859007,4.0,89.0,1,0
152416,-34.6280087625,-58.3910514827,2.0,43.0,1,0
34153,-34.613025,-58.392728,4.0,81.0,1,0
425620,-34.6086857,-58.4197273,3.0,76.0,1,0
277701,-34.623268,-58.511761,3.0,72.0,1,0
382423,-34.5853829733,-58.4126758575,3.0,78.0,1,0
67274,-34.6080981,-58.4205236,5.0,94.0,1,0
23219,-34.592443783323084,-58.45473072796189,1.0,46.0,1,0
387529,-34.6427074695,-58.4873527395,4.0,230.0,0,1
430703,-34.6064449,-58.4466075,1.0,37.0,1,0
159829,-34.5880805,-58.4127514,4.0,93.0,1,0
356826,-34.59144039378046,-58.45301239757306,3.0,82.5,1,0
16903,-34.6326037,-58.3762028,4.0,101.0,1,0
210833,-34.5991838,-58.3807265,3.0,55.0,1,0
211437,-34.5959974,-58.4349449,5.0,192.0,1,0
129799,-34.5673003,-58.431963,4.0,200.0,1,0
120526,-34.6214167,-58.4103941,2.0,49.0,1,0
352927,-34.618147,-58.4445853,3.0,71.0,1,0
149380,-34.558549,-58.463706,1.0,36.0,1,0
159153,-34.6439564,-58.4247174,3.0,51.0,1,0
432733,-34.608408,-58.5108562,3.0,123.0,0,1
73795,-34.6046497,-58.4618853,2.0,46.0,1,0
209370,-34.6167409254,-58.435900096,3.0,96.0,1,0
214447,-34.5669752,-58.4535227,4.0,110.0,1,0
